timestamp,value,rolling_mean_10,rolling_mean_30,rolling_std_30,rolling_max_10,rolling_min_10,value_diff,pct_change,z_score,anomaly,anomaly_type
05-01-2026 00:21,57.65532395,58.29806198,58.43101071,2.227624888,60.64789673,53.5524821,4.10284185,0.076613477,-0.348212468,0,normal
05-01-2026 00:22,61.18225583,58.58334773,58.53139165,2.282666552,61.18225583,53.5524821,3.526931878,0.061172701,1.161301537,0,normal
05-01-2026 00:23,57.61358757,58.28044255,58.49191909,2.288133544,61.18225583,53.5524821,-3.568668259,-0.058328484,-0.383863748,0,normal
05-01-2026 00:24,56.67291046,58.09564278,58.40598552,2.306977983,61.18225583,53.5524821,-0.940677113,-0.016327348,-0.751231732,0,normal
05-01-2026 00:25,56.02419529,57.63327264,58.17753569,2.185006719,61.18225583,53.5524821,-0.648715169,-0.011446653,-0.985507451,0,normal
05-01-2026 00:26,56.82193457,57.32445873,58.15702249,2.195061099,61.18225583,53.5524821,0.797739277,0.014239192,-0.608223582,0,normal
05-01-2026 00:27,61.69179319,57.70507287,58.26078069,2.287326626,61.69179319,53.5524821,4.869858627,0.085703851,1.500009866,0,normal
05-01-2026 00:28,58.2892886,57.77063656,58.10725098,2.113503757,61.69179319,53.5524821,-3.402504588,-0.055153277,0.086130731,0,normal
05-01-2026 00:29,57.69177303,57.71955446,58.07491813,2.112147352,61.69179319,53.5524821,-0.597515577,-0.010250864,-0.181400744,0,normal
05-01-2026 00:30,55.60618645,57.92492489,57.82967243,1.945510344,61.69179319,55.60618645,-2.085586574,-0.036150502,-1.142880571,0,normal
05-01-2026 00:31,60.53599315,58.21299181,57.85968366,1.980951346,61.69179319,55.60618645,4.929806701,0.088655724,1.351022326,0,normal
05-01-2026 00:32,61.36024128,58.23079036,58.03751567,2.048893918,61.69179319,55.60618645,0.824248122,0.013615835,1.621716759,0,normal
05-01-2026 00:33,57.96888916,58.26632052,57.92814596,1.957011715,61.69179319,55.60618645,-3.391352119,-0.055269537,0.020819085,0,normal
05-01-2026 00:34,59.56072873,58.55510234,58.01643452,1.969299061,61.69179319,55.60618645,1.59183957,0.027460239,0.784184708,0,normal
05-01-2026 00:35,57.98525186,58.751208,58.03750948,1.965333449,61.69179319,55.60618645,-1.575476867,-0.026451605,-0.026589696,0,normal
05-01-2026 00:36,57.24509599,58.79352414,58.01915943,1.970233903,61.69179319,55.60618645,-0.740155876,-0.012764554,-0.392878961,0,normal
05-01-2026 00:37,58.03727813,58.42807264,58.10315014,1.912783742,61.36024128,55.60618645,0.792182148,0.013838428,-0.03443777,0,normal
05-01-2026 00:38,58.03832155,58.40297593,58.18240427,1.85652344,61.36024128,55.60618645,0.001043414,1.80E-05,-0.077608892,0,normal
05-01-2026 00:39,61.23312584,58.75711121,58.34768614,1.901012501,61.36024128,55.60618645,3.194804291,0.055046463,1.517843619,0,normal
05-01-2026 00:40,58.45068743,59.04156131,58.40263953,1.878487466,61.36024128,57.24509599,-2.782438411,-0.045440084,0.025577969,0,normal
05-01-2026 00:41,58.31050291,58.81901229,58.44335536,1.862200408,61.36024128,57.24509599,-0.140184512,-0.002398338,-0.071341648,0,normal
05-01-2026 00:42,57.93066601,58.47605476,58.43006428,1.86446336,61.23312584,57.24509599,-0.3798369,-0.006514039,-0.267850942,0,normal
05-01-2026 00:43,56.35896995,58.31506284,58.2872753,1.853168468,61.23312584,56.35896995,-1.571696064,-0.02713064,-1.040545092,0,normal
05-01-2026 00:44,57.53429949,58.11241992,58.25438835,1.857628349,61.23312584,56.35896995,1.175329538,0.020854347,-0.387638819,0,normal
05-01-2026 00:45,57.5584971,58.06974444,58.15140836,1.80525999,61.23312584,56.35896995,0.024197609,0.000420577,-0.328435386,0,normal
05-01-2026 00:46,60.08238269,58.35347311,58.157152,1.811312289,61.23312584,56.35896995,2.523885587,0.043849053,1.062892744,0,normal
05-01-2026 00:47,54.49311132,57.99905643,58.04406731,1.930807865,61.23312584,54.49311132,-5.589271362,-0.093026793,-1.839103753,0,normal
05-01-2026 00:48,57.26787645,57.92201192,58.0318748,1.934639973,61.23312584,54.49311132,2.77476513,0.050919558,-0.394904666,0,normal
05-01-2026 00:49,56.86891039,57.48559037,57.98741868,1.945872499,60.08238269,54.49311132,-0.39896606,-0.006966664,-0.574810678,0,normal
05-01-2026 00:50,56.95009225,57.33553086,58.10067235,1.769753202,60.08238269,54.49311132,0.081181856,0.001427526,-0.650135908,0,normal
05-01-2026 00:51,59.09244973,57.41372554,58.14857655,1.776719258,60.08238269,54.49311132,2.142357481,0.037618156,0.531244978,0,normal
05-01-2026 00:52,52.85841209,56.90650015,57.87111509,1.929965986,60.08238269,52.85841209,-6.234037638,-0.105496348,-2.597301214,0,normal
05-01-2026 00:53,57.64743627,57.03534678,57.87224338,1.929820128,60.08238269,52.85841209,4.789024183,0.090600985,-0.116491222,0,normal
05-01-2026 00:54,55.37877085,56.81979391,57.82910539,1.971566376,60.08238269,52.85841209,-2.268665423,-0.039354143,-1.242836442,0,normal
05-01-2026 00:55,59.16275708,56.98021991,57.93372412,1.955696536,60.08238269,52.85841209,3.783986227,0.068329184,0.628437458,0,normal
05-01-2026 00:56,55.20615659,56.4925973,57.87986485,2.008896105,59.16275708,52.85841209,-3.956600483,-0.06687654,-1.330934064,0,normal
05-01-2026 00:57,57.17874817,56.76116099,57.72943002,1.878334653,59.16275708,52.85841209,1.972591574,0.035731369,-0.293175579,0,normal
05-01-2026 00:58,57.06828361,56.7412017,57.68872985,1.879013579,59.16275708,52.85841209,-0.110464557,-0.001931916,-0.330197848,0,normal
05-01-2026 00:59,59.24804258,56.97911492,57.7406055,1.900460772,59.24804258,52.85841209,2.17975897,0.038195629,0.793195577,0,normal
05-01-2026 01:00,59.52265303,57.236371,57.87115439,1.883223956,59.52265303,52.85841209,0.274610445,0.004634929,0.876952862,0,normal
05-01-2026 01:01,55.1559623,56.84272226,57.69182003,1.876860178,59.52265303,52.85841209,-4.366690729,-0.07336183,-1.351117019,0,normal
05-01-2026 01:02,56.47426614,57.20430766,57.52895419,1.755630197,59.52265303,55.1559623,1.318303837,0.023901384,-0.600746134,0,normal
05-01-2026 01:03,56.62692084,57.10225612,57.48422191,1.761122059,59.52265303,55.1559623,0.152654701,0.002703084,-0.486792537,0,normal
05-01-2026 01:04,56.7708843,57.24146746,57.3912271,1.720890961,59.52265303,55.1559623,0.143963466,0.002542315,-0.360477688,0,normal
05-01-2026 01:05,52.76884353,56.60207611,57.21734682,1.911751672,59.52265303,52.76884353,-4.002040777,-0.0704946,-2.32692528,0,normal
05-01-2026 01:06,54.45381028,56.52684148,57.12430396,1.977160052,59.52265303,52.76884353,1.68496675,0.031931091,-1.350671477,0,normal
05-01-2026 01:07,55.77638737,56.3866054,57.04894094,1.984236707,59.52265303,52.76884353,1.322577093,0.024288054,-0.641331533,0,normal
05-01-2026 01:08,55.87197882,56.26697492,56.97672951,1.986407215,59.52265303,52.76884353,0.095591455,0.001713834,-0.556155193,0,normal
05-01-2026 01:09,57.16255794,56.05842645,56.84104392,1.817481207,59.52265303,52.76884353,1.290579111,0.023098862,0.176900877,0,normal
05-01-2026 01:10,57.54678268,55.86083942,56.81091376,1.797256342,57.54678268,52.76884353,0.384224741,0.006721616,0.409440157,0,normal
05-01-2026 01:11,56.33706767,55.97894995,56.74513258,1.776471978,57.54678268,52.76884353,-1.209715011,-0.021021419,-0.229705238,0,normal
05-01-2026 01:12,57.89556095,56.12107944,56.74396241,1.775675518,57.89556095,52.76884353,1.55849328,0.027663727,0.648541087,0,normal
05-01-2026 01:13,57.3115919,56.18954654,56.77571648,1.777070596,57.89556095,52.76884353,-0.583969049,-0.010086595,0.301549876,0,normal
05-01-2026 01:14,56.38248562,56.15070667,56.73732268,1.772552971,57.89556095,52.76884353,-0.929106281,-0.01621149,-0.200184183,0,normal
05-01-2026 01:15,54.80903099,56.35472542,56.64567381,1.79950542,57.89556095,54.45381028,-1.573454623,-0.027906798,-1.02063756,0,normal
05-01-2026 01:16,61.70533378,57.07987777,56.69977218,1.926312943,61.70533378,54.80903099,6.896302791,0.125824206,2.598519424,0,normal
05-01-2026 01:17,56.2975819,57.13199722,56.7599212,1.882712944,61.70533378,54.80903099,-5.407751879,-0.087638321,-0.245570787,0,normal
05-01-2026 01:18,56.96769164,57.24156851,56.74991504,1.88071684,61.70533378,54.80903099,0.670109735,0.011902993,0.115794463,0,normal
05-01-2026 01:19,55.36800632,57.06211334,56.69988491,1.89733207,61.70533378,54.80903099,-1.599685314,-0.028080571,-0.701974421,0,normal
05-01-2026 01:20,54.45887531,56.75332261,56.61684434,1.940039537,61.70533378,54.45887531,-0.909131011,-0.01641979,-1.1123325,0,normal
05-01-2026 01:21,55.51387863,56.6710037,56.49755864,1.891996644,61.70533378,54.45887531,1.055003318,0.019372477,-0.51991636,0,normal
05-01-2026 01:22,58.59502025,56.74094963,56.68877891,1.799127083,61.70533378,54.45887531,3.081141616,0.055502186,1.059536791,0,normal
05-01-2026 01:23,56.67509273,56.67729972,56.65636746,1.789996512,61.70533378,54.45887531,-1.919927517,-0.032766053,0.010461066,0,normal
05-01-2026 01:24,56.96968775,56.73601993,56.70939802,1.774338995,61.70533378,54.45887531,0.29459502,0.005197963,0.14669673,0,normal
05-01-2026 01:25,59.39675965,57.1947928,56.71719811,1.785972195,61.70533378,54.45887531,2.427071903,0.042602865,1.500337772,0,normal
05-01-2026 01:26,57.6888388,56.7931433,56.79995418,1.770998023,59.39675965,54.45887531,-1.707920855,-0.028754445,0.501911694,0,normal
05-01-2026 01:27,53.25339711,56.48872482,56.66910915,1.883481328,59.39675965,53.25339711,-4.435441691,-0.076885612,-1.813509902,0,normal
05-01-2026 01:28,58.79906161,56.67186182,56.72680175,1.922238813,59.39675965,53.25339711,5.545664497,0.104137291,1.078044957,0,normal
05-01-2026 01:29,56.27577189,56.76263837,56.62772606,1.863509411,59.39675965,53.25339711,-2.523289717,-0.042913775,-0.188866322,0,normal
05-01-2026 01:30,55.49553077,56.86630392,56.49348865,1.791435813,59.39675965,53.25339711,-0.780241117,-0.013864601,-0.557071523,0,normal
05-01-2026 01:31,54.88017051,56.80293311,56.48429559,1.799226934,59.39675965,53.25339711,-0.615360263,-0.011088465,-0.89156351,0,normal
05-01-2026 01:32,56.65853887,56.60928497,56.49043801,1.799506038,59.39675965,53.25339711,1.778368361,0.032404571,0.093415,0,normal
05-01-2026 01:33,61.71534176,57.11330987,56.66005204,2.036954806,61.71534176,53.25339711,5.056802891,0.089250499,2.481787864,0,normal
05-01-2026 01:34,56.32990373,57.04933147,56.64535269,2.037718412,61.71534176,53.25339711,-5.385438028,-0.087262549,-0.15480498,0,normal
05-01-2026 01:35,54.24291656,56.53394716,56.69448846,1.957201907,61.71534176,53.25339711,-2.086987172,-0.037049365,-1.252590185,0,normal
05-01-2026 01:36,55.15412974,56.28047625,56.71783244,1.933589282,61.71534176,53.25339711,0.911213176,0.01679875,-0.808704682,0,normal
05-01-2026 01:37,58.06083462,56.76122001,56.79398068,1.940206506,61.71534176,54.24291656,2.906704883,0.052701491,0.652947989,0,normal
05-01-2026 01:38,56.71472027,56.55278587,56.82207206,1.932482397,61.71534176,54.24291656,-1.34611435,-0.02318455,-0.055551241,0,normal
05-01-2026 01:39,57.90324508,56.71553319,56.84676164,1.941692077,61.71534176,54.24291656,1.188524811,0.020956196,0.544104524,0,normal
05-01-2026 01:40,56.59652615,56.82563273,56.81508642,1.937625317,61.71534176,54.24291656,-1.306718934,-0.022567283,-0.112798006,0,normal
05-01-2026 01:41,53.52167945,56.68978362,56.72124014,2.027663664,61.71534176,53.52167945,-3.074846692,-0.054329248,-1.577954347,0,normal
05-01-2026 01:42,56.35604731,56.65953447,56.66992302,2.016368459,61.71534176,53.52167945,2.834367857,0.052957379,-0.155663868,0,normal
05-01-2026 01:43,54.54363432,55.94236372,56.57765777,2.049057727,58.06083462,53.52167945,-1.812412993,-0.032160045,-0.992662836,0,normal
05-01-2026 01:44,53.38766218,55.64813957,56.47783032,2.130237996,58.06083462,53.38766218,-1.155972134,-0.02119353,-1.450621079,0,normal
05-01-2026 01:45,58.9033092,56.11417883,56.61430626,2.150691868,58.9033092,53.38766218,5.515647022,0.10331314,1.064310037,0,normal
05-01-2026 01:46,59.19713043,56.5184789,56.53069948,1.988601193,59.19713043,53.38766218,0.293821229,0.004988196,1.340857563,0,normal
05-01-2026 01:47,52.66036818,55.97843226,56.40945903,2.110447327,59.19713043,52.66036818,-6.536762257,-0.110423634,-1.776443696,0,normal
05-01-2026 01:48,57.88520818,56.09548105,56.44004291,2.125411119,59.19713043,52.66036818,5.224840007,0.099217689,0.679946228,0,normal
05-01-2026 01:49,56.34668916,55.93982546,56.47266567,2.115878602,59.19713043,52.66036818,-1.538519029,-0.026578794,-0.059538632,0,normal
05-01-2026 01:50,58.77730015,56.15790286,56.61661317,2.121041445,59.19713043,52.66036818,2.430610993,0.043136714,1.018691542,0,normal
05-01-2026 01:51,56.86685176,56.49242009,56.66171227,2.111146653,59.19713043,52.66036818,-1.910448392,-0.032503167,0.097169699,0,normal
05-01-2026 01:52,54.99801445,56.3566168,56.54181208,2.099673165,59.19713043,52.66036818,-1.868837307,-0.032863386,-0.73525616,0,normal
05-01-2026 01:53,54.96694328,56.3989477,56.48487376,2.119005813,59.19713043,52.66036818,-0.031071172,-0.000564951,-0.716340879,0,normal
05-01-2026 01:54,55.30490442,56.59067192,56.42938099,2.12765277,59.19713043,52.66036818,0.33796114,0.006148443,-0.528505677,0,normal
05-01-2026 01:55,57.42131156,56.44247216,56.36353272,2.062211679,59.19713043,52.66036818,2.116407139,0.038267983,0.512934173,0,normal
05-01-2026 01:56,55.64349078,56.08710819,56.29535445,2.050663216,58.77730015,52.66036818,-1.777820779,-0.030960992,-0.317879438,0,normal
05-01-2026 01:57,57.18874087,56.53994546,56.42653257,1.973791843,58.77730015,54.96694328,1.545250089,0.027770545,0.386164476,0,normal
05-01-2026 01:58,57.38658912,56.49008355,56.37945016,1.931642904,58.77730015,54.96694328,0.197848248,0.003459566,0.521389826,0,normal
05-01-2026 01:59,54.10046135,56.26546077,56.30693981,1.975988563,58.77730015,54.10046135,-3.286127767,-0.057262992,-1.116645359,0,normal
05-01-2026 02:00,56.17930575,56.00566133,56.32973231,1.970241663,57.42131156,54.10046135,2.078844399,0.038425632,-0.076349293,0,normal
05-01-2026 02:01,56.77396519,55.99637268,56.39285879,1.952454502,57.42131156,54.10046135,0.594659446,0.010585027,0.195193485,0,normal
05-01-2026 02:02,53.83045717,55.87961695,56.2985894,2.006704225,57.42131156,53.83045717,-2.943508024,-0.051846089,-1.22994321,0,normal
05-01-2026 02:03,52.51481842,55.63440446,55.99190529,1.84702049,57.42131156,52.51481842,-1.315638754,-0.024440416,-1.882538335,0,normal
05-01-2026 02:04,55.92091634,55.69600565,55.97827238,1.84594875,57.42131156,52.51481842,3.406097922,0.064859749,-0.031071308,0,normal
05-01-2026 02:05,55.87389045,55.54126354,56.03263818,1.816865845,57.38658912,52.51481842,-0.047025885,-0.000840936,-0.087374489,0,normal
05-01-2026 02:06,54.33203224,55.41011769,56.00523493,1.836664882,57.38658912,52.51481842,-1.541858208,-0.027595326,-0.911000531,0,normal
05-01-2026 02:07,56.01521355,55.29276496,55.93704756,1.795222805,57.38658912,52.51481842,1.683181308,0.030979539,0.04354111,0,normal
05-01-2026 02:08,60.0408367,55.55818972,56.04791811,1.941644031,60.0408367,52.51481842,4.025623144,0.071866604,2.056462733,0,normal
05-01-2026 02:09,56.26795562,55.77493914,55.99340846,1.910465768,60.0408367,52.51481842,-3.772881075,-0.062838583,0.143706927,0,normal
05-01-2026 02:10,56.67001243,55.82400981,55.995858,1.911312657,60.0408367,52.51481842,0.402056811,0.007145396,0.352718029,0,normal
05-01-2026 02:11,53.72422817,55.51903611,56.00260962,1.902609289,60.0408367,52.51481842,-2.945784265,-0.051981359,-1.197503591,0,normal
05-01-2026 02:12,55.35623314,55.67161371,55.96928249,1.904959992,60.0408367,52.51481842,1.632004977,0.030377449,-0.321817436,0,normal
05-01-2026 02:13,54.34393464,55.85452533,55.96262583,1.910454524,60.0408367,53.72422817,-1.012298506,-0.018286983,-0.847280671,0,normal
05-01-2026 02:14,55.36405234,55.79883893,56.0285055,1.851773676,60.0408367,53.72422817,1.020117701,0.01877151,-0.358819855,0,normal
05-01-2026 02:15,51.71531964,55.38298185,55.78890585,1.930336247,60.0408367,51.71531964,-3.648732698,-0.065904365,-2.11029877,0,normal
05-01-2026 02:16,54.20965158,55.37074378,55.62265655,1.839308595,60.0408367,51.71531964,2.494331942,0.048231974,-0.768226155,0,normal
05-01-2026 02:17,54.76400505,55.24562293,55.69277778,1.760909321,60.0408367,51.71531964,0.554353471,0.010226103,-0.527439271,0,normal
05-01-2026 02:18,55.15335828,54.75687509,55.60171612,1.713623938,56.67001243,51.71531964,0.389353223,0.007109656,-0.261643078,0,normal
05-01-2026 02:19,56.33437134,54.76351666,55.60130553,1.713440749,56.67001243,51.71531964,1.181013059,0.021413257,0.4278326,0,normal
05-01-2026 02:20,56.64881948,54.76139737,55.53035617,1.618852575,56.64881948,51.71531964,0.314448144,0.005581817,0.690898805,0,normal
05-01-2026 02:21,56.76249383,55.06522393,55.52687757,1.615991271,56.76249383,51.71531964,0.113674347,0.00200665,0.764618149,0,normal
05-01-2026 02:22,55.0539192,55.03499254,55.52874106,1.615392502,56.76249383,51.71531964,-1.708574624,-0.030100415,-0.293935907,0,normal
05-01-2026 02:23,50.38419453,54.63901853,55.37598277,1.867378622,56.76249383,50.38419453,-4.669724677,-0.084820931,-2.673152722,0,normal
05-01-2026 02:24,56.59911628,54.76252492,55.41912317,1.880582771,56.76249383,50.38419453,6.214921751,0.123350622,0.627461406,0,normal
05-01-2026 02:25,54.77540591,55.06853355,55.33092631,1.845155897,56.76249383,50.38419453,-1.823710373,-0.032221534,-0.301069632,0,normal
05-01-2026 02:26,54.19469024,55.06703741,55.28263296,1.85562311,56.76249383,50.38419453,-0.58071566,-0.010601759,-0.586295089,0,normal
05-01-2026 02:27,52.9985085,54.89048776,55.14295855,1.864879451,56.76249383,50.38419453,-1.196181746,-0.022071936,-1.149913497,0,normal
05-01-2026 02:28,54.38326818,54.81347875,55.04284785,1.820364423,56.76249383,50.38419453,1.384759685,0.026128277,-0.36233386,0,normal
05-01-2026 02:29,54.45472939,54.62551455,55.05465679,1.81518195,56.76249383,50.38419453,0.071461208,0.001314029,-0.330505377,0,normal
05-01-2026 02:30,55.19052571,54.47968518,55.02169745,1.80299287,56.76249383,50.38419453,0.735796321,0.013512074,0.093637786,0,normal
05-01-2026 02:31,52.23734085,54.02716988,54.87047664,1.840810193,56.59911628,50.38419453,-2.953184862,-0.05350891,-1.430422213,0,normal
05-01-2026 02:32,52.00869819,53.72264778,54.80975134,1.905223232,56.59911628,50.38419453,-0.228642659,-0.004376997,-1.470196826,0,normal
05-01-2026 02:33,57.14236693,54.39846502,54.96400296,1.900335387,57.14236693,52.00869819,5.13366874,0.098707888,1.146305009,0,normal
05-01-2026 02:34,53.73031384,54.11158477,54.89098287,1.904380708,57.14236693,52.00869819,-3.412053096,-0.059711441,-0.609473219,0,normal
05-01-2026 02:35,51.34655159,53.76869934,54.74007158,2.000749599,57.14236693,51.34655159,-2.383762243,-0.044365314,-1.696124287,0,normal
05-01-2026 02:36,51.9204069,53.54127101,54.65968407,2.065121838,57.14236693,51.34655159,0.573855311,0.011176122,-1.326448209,0,normal
05-01-2026 02:37,56.09409909,53.85083007,54.66231359,2.066956757,57.14236693,51.34655159,4.173692185,0.080386354,0.692702205,0,normal
05-01-2026 02:38,56.87833967,54.10033722,54.55689702,1.852732167,57.14236693,51.34655159,0.784240585,0.013980804,1.252983403,0,normal
05-01-2026 02:39,57.42681684,54.39754596,54.59552573,1.901087084,57.42681684,51.34655159,0.548477169,0.009642988,1.489301116,0,normal
05-01-2026 02:40,52.07065761,54.08555915,54.4422139,1.913438495,57.42681684,51.34655159,-5.356159232,-0.093269304,-1.239421227,0,normal
05-01-2026 02:41,53.1657586,54.17840093,54.42359825,1.923355524,57.42681684,51.34655159,1.095100993,0.021031057,-0.65398187,0,normal
05-01-2026 02:42,52.79947931,54.25747904,54.33837312,1.937200722,57.42681684,51.34655159,-0.366279292,-0.006889383,-0.794390477,0,normal
05-01-2026 02:43,55.45882426,54.08912477,54.37553611,1.947975073,57.42681684,51.34655159,2.659344949,0.050366878,0.556109865,0,normal
05-01-2026 02:44,55.42063623,54.25815701,54.37742224,1.948992338,57.42681684,51.34655159,-0.038188033,-0.000688584,0.535258129,0,normal
05-01-2026 02:45,54.53793351,54.5772952,54.47150936,1.883063946,57.42681684,51.9204069,-0.882702721,-0.015927329,0.035274502,0,normal
05-01-2026 02:46,54.38043869,54.82329838,54.47720227,1.882503075,57.42681684,52.07065761,-0.157494817,-0.002887803,-0.051401551,0,normal
05-01-2026 02:47,53.78667571,54.59255604,54.44462462,1.885822321,57.42681684,52.07065761,-0.59376298,-0.010918687,-0.348892314,0,normal
05-01-2026 02:48,56.70414787,54.57513686,54.49631761,1.926730534,57.42681684,52.07065761,2.91747216,0.054241541,1.145894676,0,normal
05-01-2026 02:49,54.15267394,54.24772257,54.42359436,1.895888613,56.70414787,52.07065761,-2.551473928,-0.044996248,-0.142898912,0,normal
05-01-2026 02:50,55.7168334,54.61234015,54.39252816,1.865561785,56.70414787,52.79947931,1.564159456,0.028884252,0.709869407,0,normal
05-01-2026 02:51,53.65880434,54.66164473,54.28907184,1.8149743,56.70414787,52.79947931,-2.058029062,-0.036937294,-0.347259742,0,normal
05-01-2026 02:52,52.95719878,54.67741667,54.21918116,1.824849287,56.70414787,52.95719878,-0.701605559,-0.013075311,-0.691554308,0,normal
05-01-2026 02:53,53.59801003,54.49133525,54.32630835,1.680585046,56.70414787,52.95719878,0.640811248,0.01210055,-0.433359992,0,normal
05-01-2026 02:54,54.63234443,54.41250607,54.26074928,1.626352798,56.70414787,52.95719878,1.034334407,0.019298,0.228483726,0,normal
05-01-2026 02:55,54.45960173,54.40467289,54.25022248,1.623926974,56.70414787,52.95719878,-0.172742701,-0.003161913,0.128933908,0,normal
05-01-2026 02:56,53.54891877,54.3215209,54.22869676,1.628960617,56.70414787,52.95719878,-0.910682957,-0.016722174,-0.417307811,0,normal
05-01-2026 02:57,53.93720004,54.33657333,54.25998648,1.613457456,56.70414787,52.95719878,0.388281264,0.007250964,-0.200058851,0,normal
05-01-2026 02:58,53.81013433,54.04717198,54.24088202,1.615339433,55.7168334,52.95719878,-0.127065708,-0.002355808,-0.266660791,0,normal
05-01-2026 02:59,56.06358355,54.23826294,54.29451049,1.649038934,56.06358355,52.95719878,2.25344922,0.041877785,1.072790351,0,normal
05-01-2026 03:00,53.23216671,53.98979627,54.22923186,1.651106681,56.06358355,52.95719878,-2.831416841,-0.050503672,-0.60387688,0,normal
05-01-2026 03:01,55.50596181,54.17451202,54.33818589,1.622734229,56.06358355,52.95719878,2.273795107,0.042714683,0.719634739,0,normal
05-01-2026 03:02,54.35376065,54.31416821,54.41635464,1.561996336,56.06358355,53.23216671,-1.152201162,-0.020758151,-0.040073069,0,normal
05-01-2026 03:03,55.81949665,54.53631687,54.37225896,1.499821549,56.06358355,53.23216671,1.465735998,0.026966598,0.964939921,0,normal
05-01-2026 03:04,57.53641101,54.82672353,54.49912887,1.601199563,57.53641101,53.23216671,1.716914364,0.030758328,1.8968792,0,normal
05-01-2026 03:05,52.16957191,54.59772054,54.52656288,1.551605115,57.53641101,52.16957191,-5.366839108,-0.093277266,-1.519066256,0,normal
05-01-2026 03:06,52.3038032,54.47320899,54.53934276,1.530839148,57.53641101,52.16957191,0.13423129,0.00257298,-1.460336027,0,normal
05-01-2026 03:07,52.34359345,54.31384833,54.4143259,1.552481415,57.53641101,52.16957191,0.039790252,0.000760753,-1.33382109,0,normal
05-01-2026 03:08,51.93084416,54.12591931,54.24940938,1.544469016,57.53641101,51.93084416,-0.41274929,-0.007885383,-1.501205399,0,normal
05-01-2026 03:09,50.83664057,53.60322501,54.02973684,1.545622782,57.53641101,50.83664057,-1.09420359,-0.021070399,-2.065896226,0,normal
05-01-2026 03:10,56.02601423,53.88260976,54.16158206,1.541441118,57.53641101,50.83664057,5.189373662,0.102079398,1.209538364,0,normal
05-01-2026 03:11,57.30384258,54.06239784,54.29951819,1.631759431,57.53641101,50.83664057,1.277828352,0.022807768,1.841156442,0,normal
05-01-2026 03:12,55.90309898,54.21733167,54.40297218,1.631762314,57.53641101,50.83664057,-1.400743607,-0.024444148,0.91932923,0,normal
